17.0390744,36.05224757,1
14.16569483,25.20006624,2
9.278024897,21.72797423,3
17.84228378,51.36762748,4
14.21875551,27.56423615,5
18.96796527,13.85996672,6
1.865494568,1.033943936,7
6.537056351,17.86923261,8
23.96519507,55.53457018,9
12.99807402,15.61926907,10
14.39823659,17.74855129,1
14.84160884,28.79006022,2
23.84923129,61.29972197,3
9.735034326,6.202299409,4
15.1741778,44.14593505,5
19.02200164,10.66223071,6
12.54459317,10.02129333,7
20.36533553,29.1777639,8
16.59862704,48.05919848,9
5.392489889,9.829221925,10
17.20701323,43.66697968,1
23.96254807,28.36453717,2
0.507278945,0.783965654,3
14.66532745,35.14257784,4
13.05148593,38.92017403,5
21.92420344,43.75041862,6
22.43403715,45.21939114,7
10.08233771,16.07122503,8
17.01408379,31.2183294,9
19.04313684,44.92529261,10
20.11460109,50.78407092,1
21.96599232,14.34256144,2
8.201529948,14.75730469,3
7.991685515,17.68377241,4
14.06990805,35.98717615,5
8.445967054,19.61569952,6
10.95018151,13.58876539,7
8.880437744,23.22452967,8
7.575308812,8.201308922,9
12.47846307,34.01434369,10
21.45751089,12.79810463,1
4.324386497,9.22984532,2
15.42134375,34.5592804,3
20.86638572,39.1281449,4
18.98385589,17.65012822,5
10.14555953,29.01129175,6
1.375761985,1.090150631,7
16.11688585,26.7101197,8
11.85905549,23.07746555,9
10.94908468,12.26648636,10
11.19145066,23.14548018,1
17.58279368,41.2660965,2
10.67271703,7.64977994,3
19.69650608,48.26157516,4
10.77774709,10.31911339,5
3.128678004,6.564173437,6
20.69315324,31.60625618,7
6.227205745,18.47398408,8
3.652164827,3.230738589,9
2.418138031,6.298247052,10
11.82958902,35.42748932,1
22.5321391,19.18548459,2
13.54421733,39.53414114,3
12.35853078,36.1705331,4
21.65798535,14.9795609,5
2.010808394,4.725896286,6
6.491114527,9.767650465,7
20.984426,55.85937292,8
12.56819994,17.80801443,9
7.1692696,20.9875775,10
21.14825177,15.75279566,1
16.67156891,19.66882721,2
10.24107357,11.77350566,3
5.012352085,8.04463412,4
9.480482733,18.01527188,5
5.109337479,4.904597393,6
14.98469379,20.08599523,7
11.07865732,13.23026334,8
22.54203896,40.62073184,9
8.860178159,9.285309721,10
16.80135767,16.5805525,1
22.63454555,31.270269,2
13.31067892,27.91096933,3
23.38924709,24.71435828,4
21.35006707,15.17493981,5
5.570313134,8.989189584,6
1.61662786,1.155540889,7
0.500519994,0.891273526,8
19.37171374,53.81539103,9
21.56332544,22.49037774,10
2.102413547,1.667673614,1
10.34013444,27.34580314,2
2.261333966,6.663542277,3
1.900289471,5.388984908,4
20.8414561,31.51035564,5
2.101835357,5.086334636,6
3.816097972,4.627033752,7
18.09155008,44.56904391,8
22.97447,43.27127306,9
16.1873841,24.75393259,10
12.78962321,29.97047648,1
13.01996411,14.2638822,2
10.51879048,16.00384314,3
18.72107708,55.85506814,4
7.70315289,18.66774515,5
22.19963759,19.40288763,6
8.381970613,11.40888175,7
22.39098969,61.67469534,8
20.90287467,30.53533096,9
11.9096641,28.40525787,10
8.792833444,11.73955795,1
11.7667318,6.165485581,2
0.515917164,0.641686751,3
22.41191735,24.40989136,4
22.34191385,58.60011285,5
2.331857834,1.474469828,6
18.69138203,39.02927939,7
13.67802618,28.86985641,8
11.8176326,29.65929095,9
1.195013925,2.012769223,10
15.32248593,13.85399467,1
11.87035704,17.6479582,2
17.73928437,35.62709073,3
6.651291504,11.99949724,4
10.0961796,21.39747833,5
15.63576872,40.17333643,6
11.15357487,23.83066509,7
15.43547968,23.03365301,8
15.14355305,34.36729419,9
5.8357836,4.148844498,10
5.619361336,13.20723432,1
4.478852786,2.99243775,2
22.4330339,31.80932326,3
14.0289007,30.08340572,4
11.77526648,32.13861576,5
19.80638241,43.00687502,6
10.71898807,25.08861655,7
19.22359116,54.96400761,8
18.59870156,33.59888338,9
10.81862008,13.44808956,10
8.893212013,8.6136137,1
4.568921062,3.839260079,2
18.41901633,28.20925533,3
19.73218315,53.45002888,4
8.322017739,8.726615302,5
10.25876063,16.22375202,6
13.58041261,12.3964749,7
4.698419104,8.454438721,8
7.067579164,10.21215365,9
22.77034841,62.41131992,10
4.042512949,4.127170374,1
12.15406595,32.76348405,2
21.18069529,38.54893713,3
23.12504124,35.98086594,4
6.530334795,8.797477571,5
15.64013488,21.17281382,6
7.471173584,11.30225433,7
5.311104951,13.75341788,8
4.748656759,8.972681511,9
3.687873,3.578924119,10
8.034734255,18.25582413,1
21.10177389,25.47613043,2
3.178443737,7.874652327,3
16.94565714,34.51629321,4
20.25811166,19.91861168,5
10.98487978,24.07902251,6
6.649044835,15.34694886,7
18.68133144,50.48294488,8
8.013269936,6.132371469,9
23.25000041,12.92684255,10
19.37268583,11.74805098,1
9.35715549,23.91267751,2
18.83906,27.70041029,3
3.070313253,3.475728004,4
9.006062126,12.27263372,5
12.5617093,8.393397447,6
13.34394948,35.86443873,7
3.656720876,3.071501847,8
16.70810095,24.20161016,9
12.28179154,16.61016436,10
11.48825478,14.33376797,1
5.167817583,11.55963211,2
12.41039113,10.95257419,3
14.48395036,10.37078418,4
20.64479705,51.96251448,5
13.49218409,36.09951908,6
14.60442594,18.44176724,7
8.682231567,17.39811925,8
17.57878213,40.2228624,9
10.18562033,24.5829807,10
19.82898089,20.05926933,1
22.56378402,58.70206736,2
14.24359136,19.24152073,3
9.236658486,11.06779864,4
23.11989509,61.73481556,5
2.783787533,4.834145387,6
21.10559889,35.86881458,7
0.633498456,1.457669533,8
12.72015111,19.37204971,9
3.413217277,2.264856946,10
12.93133122,35.1860561,1
16.29995785,41.93175287,2
22.07740001,12.56912105,3
18.78956488,52.93936467,4
6.148587135,16.37602282,5
15.8089865,38.48376914,6
20.81549295,15.90522581,7
18.52864766,36.70198692,8
19.72403301,32.23393637,9
11.70247852,31.5916007,10
12.04954581,35.28705171,1
10.36250269,7.139199475,2
21.24408605,41.97712092,3
17.35554369,31.55092525,4
5.660986228,14.3099927,5
16.55512782,21.02991197,6
16.45166651,30.12722901,7
13.54941971,28.09455546,8
1.724103943,1.354257591,9
10.44984852,7.589271303,10
14.81836883,11.3117061,1
12.44321782,34.57509346,2
16.27203481,8.855484258,3
5.206361994,9.582860935,4
17.93869045,45.91005461,5
3.164728854,6.033083923,6
6.388399351,7.013849252,7
15.90514735,35.84377123,8
8.952054253,18.56639495,9
1.402252254,1.52014825,10
19.74125272,54.48412237,1
4.802720286,6.734607649,2
3.656025281,3.080766576,3
15.29284385,12.65442409,4
7.686533943,20.66097327,5
2.846988161,7.305819507,6
22.8061491,65.02004416,7
13.68049478,17.88817006,8
6.99605244,19.36068575,9
6.433547723,5.740058137,10
4.079122204,2.350955822,1
15.11830006,39.06047929,2
4.283626568,7.301011548,3
13.25594217,32.91503886,4
15.88815892,13.8282958,5
10.01009411,15.27696482,6
23.0618313,45.90264665,7
0.667366785,0.790857993,8
21.15830232,56.26671593,9
10.70323597,29.9476092,10
12.50868061,29.37122381,1
9.945143973,16.84717809,2
7.487725728,13.03070923,3
4.199649375,11.69571439,4
4.93975373,9.756720306,5
13.1154186,14.62767668,6
22.86166643,29.45808596,7
11.60435203,6.698203987,8
1.286094396,2.476810751,9
21.63054952,58.76174426,10
17.04371138,30.73443634,1
